ID,mastercode,Code,Plot,Subplot,Stratum,Forest,Trunk perimenter (cm),tree ID,Notes-Trunk,Lianas,deadwood .,deadwood%,Bait/Bamboo Height(m)
209,NP2-S2-C1-CA,NP2-S2-C1,NP2-S2,C1,CA,Numba Primary,307,T209,same as C2 CA,>20,1,5,26
210,NP2-S2-C2-CA,NP2-S2-C2,NP2-S2,C2,CA,Numba Primary,307,T209,same as C1 CA,>20,1,5,24
211,NP2-S2-C3-CA,NP2-S2-C3,NP2-S2,C3,CA,Numba Primary,60,T203,same as B3 CA,4,0,5,13
212,NP2-S2-C4-CA,NP2-S2-C4,NP2-S2,C4,CA,Numba Primary,62,T212,same as C4 UN,6,0,5,13
213,NP2-S2-C1-UN,NP2-S2-C1,NP2-S2,C1,UN,Numba Primary,29,T213,,3,0,5,1.5
214,NP2-S2-C2-UN,NP2-S2-C2,NP2-S2,C2,UN,Numba Primary,19,T214,,3,1,10,1.5
215,NP2-S2-C3-UN,NP2-S2-C3,NP2-S2,C3,UN,Numba Primary,60,T215,,4,0,5,1.5
216,NP2-S2-C4-UN,NP2-S2-C4,NP2-S2,C4,UN,Numba Primary,62,T212,same as C4 CA,6,0,5,1.5
217,NP2-S2-D1-CA,NP2-S2-D1,NP2-S2,D1,CA,Numba Primary,67,T217,same as D2 CA,8,0,5,15
218,NP2-S2-D2-CA,NP2-S2-D2,NP2-S2,D2,CA,Numba Primary,67,T217,same as D1 CA,8,0,5,12
219,NP2-S2-D3-CA,NP2-S2-D3,NP2-S2,D3,CA,Numba Primary,33,T219,,19,0,5,9
220,NP2-S2-D4-CA,NP2-S2-D4,NP2-S2,D4,CA,Numba Primary,62,T220,,6,0,5,12
221,NP2-S2-D1-UN,NP2-S2-D1,NP2-S2,D1,UN,Numba Primary,41,T221,,6,0,5,1.5
222,NP2-S2-D2-UN,NP2-S2-D2,NP2-S2,D2,UN,Numba Primary,58,T222,,4,0,5,1.5
223,NP2-S2-D3-UN,NP2-S2-D3,NP2-S2,D3,UN,Numba Primary,37,T223,,6,0,5,1.5
224,NP2-S2-D4-UN,NP2-S2-D4,NP2-S2,D4,UN,Numba Primary,42,T224,,3,0,5,1.5
225,NP2-S3-A1-CA,NP2-S3-A1,NP2-S3,A1,CA,Numba Primary,83,T225,same as B1 UN,4,1,20,20
226,NP2-S3-A2-CA,NP2-S3-A2,NP2-S3,A2,CA,Numba Primary,83,T225,same as A1 CA,4,1,20,21
227,NP2-S3-A3-CA,NP2-S3-A3,NP2-S3,A3,CA,Numba Primary,68,T227,same as A3 UN,8,0,5,12
228,NP2-S3-A4-CA,NP2-S3-A4,NP2-S3,A4,CA,Numba Primary,62,T228,same as A4 UN,6,0,5,13
229,NP2-S3-A1-UN,NP2-S3-A1,NP2-S3,A1,UN,Numba Primary,42,T229,,4,0,5,1.5
230,NP2-S3-A2-UN,NP2-S3-A2,NP2-S3,A2,UN,Numba Primary,36,T230,,3,0,10,1.5
231,NP2-S3-A3-UN,NP2-S3-A3,NP2-S3,A3,UN,Numba Primary,68,T227,same as A3 CA,8,0,5,1.5
232,NP2-S3-A4-UN,NP2-S3-A4,NP2-S3,A4,UN,Numba Primary,62,T228,same as A4 CA,6,0,5,1.5
233,NP2-S3-B1-CA,NP2-S3-B1,NP2-S3,B1,CA,Numba Primary,100,T233,outside of plot: same as S4-B4-CA,7,2,40,12
234,NP2-S3-B2-CA,NP2-S3-B2,NP2-S3,B2,CA,Numba Primary,87,T234,same as B3 CA,16,2,50,22
235,NP2-S3-B3-CA,NP2-S3-B3,NP2-S3,B3,CA,Numba Primary,87,T234,same as B2 CA,16,2,50,18
236,NP2-S3-B4-CA,NP2-S3-B4,NP2-S3,B4,CA,Numba Primary,65,T236,,2,0,5,12
237,NP2-S3-B1-UN,NP2-S3-B1,NP2-S3,B1,UN,Numba Primary,83,T225,same as A1 CA,4,1,20,1.5
238,NP2-S3-B2-UN,NP2-S3-B2,NP2-S3,B2,UN,Numba Primary,20,T238,,0,1,10,1.5
239,NP2-S3-B3-UN,NP2-S3-B3,NP2-S3,B3,UN,Numba Primary,21,T239,,0,1,10,1.5
240,NP2-S3-B4-UN,NP2-S3-B4,NP2-S3,B4,UN,Numba Primary,22,T240,,1,1,5,1.5
241,NP2-S3-C1-CA,NP2-S3-C1,NP2-S3,C1,CA,Numba Primary,58,T241,,12,0,5,13
242,NP2-S3-C2-CA,NP2-S3-C2,NP2-S3,C2,CA,Numba Primary,77,T242,same as D3 UN,18,0,5,13
243,NP2-S3-C3-CA,NP2-S3-C3,NP2-S3,C3,CA,Numba Primary,77,T242,same as C2 CA,18,0,5,12
244,NP2-S3-C4-CA,NP2-S3-C4,NP2-S3,C4,CA,Numba Primary,68,T244,,5,0,5,15
245,NP2-S3-C1-UN,NP2-S3-C1,NP2-S3,C1,UN,Numba Primary,49,T245,same as D1 CA,5,0,5,1.5
246,NP2-S3-C2-UN,NP2-S3-C2,NP2-S3,C2,UN,Numba Primary,51,T246,,7,0,10,1.5
247,NP2-S3-C3-UN,NP2-S3-C3,NP2-S3,C3,UN,Numba Primary,51,T247,,4,1,5,1.5
248,NP2-S3-C4-UN,NP2-S3-C4,NP2-S3,C4,UN,Numba Primary,21,T248,,1,0,5,1.5
249,NP2-S3-D1-CA,NP2-S3-D1,NP2-S3,D1,CA,Numba Primary,49,T245,same as C1 UN,5,0,5,15
250,NP2-S3-D2-CA,NP2-S3-D2,NP2-S3,D2,CA,Numba Primary,73,T250,same as D1 UN,11,0,5,15
251,NP2-S3-D3-CA,NP2-S3-D3,NP2-S3,D3,CA,Numba Primary,77,T242,same as C1 CA,18,0,5,12
252,NP2-S3-D4-CA,NP2-S3-D4,NP2-S3,D4,CA,Numba Primary,46,T252,,6,0,5,12
253,NP2-S3-D1-UN,NP2-S3-D1,NP2-S3,D1,UN,Numba Primary,73,T250,same as D2 CA,11,0,5,1.5
254,NP2-S3-D2-UN,NP2-S3-D2,NP2-S3,D2,UN,Numba Primary,52,T254,,2,1,5,1.5
255,NP2-S3-D3-UN,NP2-S3-D3,NP2-S3,D3,UN,Numba Primary,77,T242,same as C2 CA,18,0,5,1.5
256,NP2-S3-D4-UN,NP2-S3-D4,NP2-S3,D4,UN,Numba Primary,46,T256,,6,0,5,1.5
257,NP2-S4-A1-CA,NP2-S4-A1,NP2-S4,A1,CA,Numba Primary,116,T257,same as A2 CA,4,2,20,20
258,NP2-S4-A2-CA,NP2-S4-A2,NP2-S4,A2,CA,Numba Primary,116,T257,same as A1 CA,4,0,5,27
259,NP2-S4-A3-CA,NP2-S4-A3,NP2-S4,A3,CA,Numba Primary,183,T259,,>20,3,10,28
260,NP2-S4-A4-CA,NP2-S4-A4,NP2-S4,A4,CA,Numba Primary,105,T260,,3,6,15,15
261,NP2-S4-A1-UN,NP2-S4-A1,NP2-S4,A1,UN,Numba Primary,28,T261,,7,0,5,1.5
262,NP2-S4-A2-UN,NP2-S4-A2,NP2-S4,A2,UN,Numba Primary,29,T262,,3,0,5,1.5
263,NP2-S4-A3-UN,NP2-S4-A3,NP2-S4,A3,UN,Numba Primary,13,T263,,1,1,50,1.5
264,NP2-S4-A4-UN,NP2-S4-A4,NP2-S4,A4,UN,Numba Primary,14,T264,,1,1,50,1.5
265,NP2-S4-B1-CA,NP2-S4-B1,NP2-S4,B1,CA,Numba Primary,98,T265,same as B2 CA,4,5,10,13
266,NP2-S4-B2-CA,NP2-S4-B2,NP2-S4,B2,CA,Numba Primary,98,T265,same as B1 CA,4,5,10,10
267,NP2-S4-B3-CA,NP2-S4-B3,NP2-S4,B3,CA,Numba Primary,73,T267,,1,20,50,9
268,NP2-S4-B4-CA,NP2-S4-B4,NP2-S4,B4,CA,Numba Primary,105,T233,same as S3-B1-CA,3,6,15,19
269,NP2-S4-B1-UN,NP2-S4-B1,NP2-S4,B1,UN,Numba Primary,26,T269,,3,2,40,1.5
270,NP2-S4-B2-UN,NP2-S4-B2,NP2-S4,B2,UN,Numba Primary,99,T270,,4,5,10,1.5
271,NP2-S4-B3-UN,NP2-S4-B3,NP2-S4,B3,UN,Numba Primary,74,T271,,1,20,50,1.5
272,NP2-S4-B4-UN,NP2-S4-B4,NP2-S4,B4,UN,Numba Primary,30,T272,,2,1,5,1.5
273,NP2-S4-C1-CA,NP2-S4-C1,NP2-S4,C1,CA,Numba Primary,98,T265,same as B1 CA,4,5,10,10
274,NP2-S4-C2-CA,NP2-S4-C2,NP2-S4,C2,CA,Numba Primary,125,T274,same as D3 CA,1,11,20,17
275,NP2-S4-C3-CA,NP2-S4-C3,NP2-S4,C3,CA,Numba Primary,125,T274,same as D3 CA,2,11,20,17
276,NP2-S4-C4-CA,NP2-S4-C4,NP2-S4,C4,CA,Numba Primary,84,T276,same as D4 CA,2,4,5,18
277,NP2-S4-C1-UN,NP2-S4-C1,NP2-S4,C1,UN,Numba Primary,22,T277,,1,0,5,1.5
278,NP2-S4-C2-UN,NP2-S4-C2,NP2-S4,C2,UN,Numba Primary,69,T278,,2,1,10,1.5
279,NP2-S4-C3-UN,NP2-S4-C3,NP2-S4,C3,UN,Numba Primary,23,T279,,1,0,5,1.5
280,NP2-S4-C4-UN,NP2-S4-C4,NP2-S4,C4,UN,Numba Primary,75,T280,,NA,,,1.5
281,NP2-S4-D1-CA,NP2-S4-D1,NP2-S4,D1,CA,Numba Primary,161,T281,,4,15,40,12
282,NP2-S4-D2-CA,NP2-S4-D2,NP2-S4,D2,CA,Numba Primary,40,T282,,1,10,15,9
283,NP2-S4-D3-CA,NP2-S4-D3,NP2-S4,D3,CA,Numba Primary,125,T274,same as C2 CA,2,11,20,17
284,NP2-S4-D4-CA,NP2-S4-D4,NP2-S4,D4,CA,Numba Primary,84,T276,same as C4 CA,2,4,5,13
285,NP2-S4-D1-UN,NP2-S4-D1,NP2-S4,D1,UN,Numba Primary,31,T285,,3,0,5,1.5
286,NP2-S4-D2-UN,NP2-S4-D2,NP2-S4,D2,UN,Numba Primary,38,T286,,1,3,20,1.5
287,NP2-S4-D3-UN,NP2-S4-D3,NP2-S4,D3,UN,Numba Primary,24,T287,,2,11,20,1.5
288,NP2-S4-D4-UN,NP2-S4-D4,NP2-S4,D4,UN,Numba Primary,27,T288,,5,2,5,1.5
289,NP2-S5-A1-CA,NP2-S5-A1,NP2-S5,A1,CA,Numba Primary,622,T289,with buttress,2,21,40,16
290,NP2-S5-A2-CA,NP2-S5-A2,NP2-S5,A2,CA,Numba Primary,228,T290,,9,3,5,20
291,NP2-S5-A3-CA,NP2-S5-A3,NP2-S5,A3,CA,Numba Primary,103,T291,same as B2 UN,3,9,20,17
292,NP2-S5-A4-CA,NP2-S5-A4,NP2-S5,A4,CA,Numba Primary,87,T292,same as B4 CA,3,1,5,16
293,NP2-S5-A1-UN,NP2-S5-A1,NP2-S5,A1,UN,Numba Primary,55,T293,,4,1,10,1.5
294,NP2-S5-A2-UN,NP2-S5-A2,NP2-S5,A2,UN,Numba Primary,54,T294,,2,0,5,1.5
295,NP2-S5-A3-UN,NP2-S5-A3,NP2-S5,A3,UN,Numba Primary,34,T295,slighyl outside plot,3,0,5,1.5
296,NP2-S5-A4-UN,NP2-S5-A4,NP2-S5,A4,UN,Numba Primary,45,T296,,1,1,5,1.5
297,NP2-S5-B1-CA,NP2-S5-B1,NP2-S5,B1,CA,Numba Primary,165,T297,,4,5,30,23
298,NP2-S5-B2-CA,NP2-S5-B2,NP2-S5,B2,CA,Numba Primary,103,T291,same as A3 CA,9,3,5,13
299,NP2-S5-B3-CA,NP2-S5-B3,NP2-S5,B3,CA,Numba Primary,103,T291,same as A3 CA,9,3,5,21
300,NP2-S5-B4-CA,NP2-S5-B4,NP2-S5,B4,CA,Numba Primary,87,T292,same as A4 CA,3,1,5,20
301,NP2-S5-B1-UN,NP2-S5-B1,NP2-S5,B1,UN,Numba Primary,32,T301,,2,2,20,1.5
302,NP2-S5-B2-UN,NP2-S5-B2,NP2-S5,B2,UN,Numba Primary,103,T291,same as A3 CA,9,3,5,1.5
303,NP2-S5-B3-UN,NP2-S5-B3,NP2-S5,B3,UN,Numba Primary,19,T303,,3,2,10,1.5
304,NP2-S5-B4-UN,NP2-S5-B4,NP2-S5,B4,UN,Numba Primary,48,T304,,5,0,5,1.5
305,NP2-S5-C1-CA,NP2-S5-C1,NP2-S5,C1,CA,Numba Primary,230,T305,same as C2 CA,5,17,70,25
306,NP2-S5-C2-CA,NP2-S5-C2,NP2-S5,C2,CA,Numba Primary,230,T305,same as C1 CA,5,17,70,30
307,NP2-S5-C3-CA,NP2-S5-C3,NP2-S5,C3,CA,Numba Primary,103,T291,same as A3 CA,9,3,5,18
308,NP2-S5-C4-CA,NP2-S5-C4,NP2-S5,C4,CA,Numba Primary,67,T308,,3,1,20,14
309,NP2-S5-C1-UN,NP2-S5-C1,NP2-S5,C1,UN,Numba Primary,36,T309,,2,0,5,1.5
310,NP2-S5-C2-UN,NP2-S5-C2,NP2-S5,C2,UN,Numba Primary,71,T313,same as D1 CA,2,2,20,1.5
311,NP2-S5-C3-UN,NP2-S5-C3,NP2-S5,C3,UN,Numba Primary,29,T311,,2,1,10,1.5
312,NP2-S5-C4-UN,NP2-S5-C4,NP2-S5,C4,UN,Numba Primary,18,T312,,2,1,10,1.5
313,NP2-S5-D1-CA,NP2-S5-D1,NP2-S5,D1,CA,Numba Primary,71,T313,same as C2 UN,2,2,20,15
314,NP2-S5-D2-CA,NP2-S5-D2,NP2-S5,D2,CA,Numba Primary,71,T313,same as D1 CA,2,2,20,16
315,NP2-S5-D3-CA,NP2-S5-D3,NP2-S5,D3,CA,Numba Primary,64,T315,same as D4 UN,5,3,10,14
316,NP2-S5-D4-CA,NP2-S5-D4,NP2-S5,D4,CA,Numba Primary,75,T316,,0,2,5,19
317,NP2-S5-D1-UN,NP2-S5-D1,NP2-S5,D1,UN,Numba Primary,22,T317,,2,1,30,1.5
318,NP2-S5-D2-UN,NP2-S5-D2,NP2-S5,D2,UN,Numba Primary,40,T318,,2,0,5,1.5
319,NP2-S5-D3-UN,NP2-S5-D3,NP2-S5,D3,UN,Numba Primary,24,T319,,1,1,10,1.5
320,NP2-S5-D4-UN,NP2-S5-D4,NP2-S5,D4,UN,Numba Primary,64,T315,same as D3 CA,5,3,10,1.5
321,NP4-S1-A1-CA,NP4-S1-A1,NP4-S1,A1,CA,Numba Primary,180,T321,,12,1,10,25
322,NP4-S1-A2-CA,NP4-S1-A2,NP4-S1,A2,CA,Numba Primary,212,T322,,1,1,5,26
323,NP4-S1-A3-CA,NP4-S1-A3,NP4-S1,A3,CA,Numba Primary,75,T327,same as A3 UN,4,0,5,12
324,NP4-S1-A4-CA,NP4-S1-A4,NP4-S1,A4,CA,Numba Primary,127,T324,,6,0,5,22
325,NP4-S1-A1-UN,NP4-S1-A1,NP4-S1,A1,UN,Numba Primary,29,T325,,2,1,10,1.5
326,NP4-S1-A2-UN,NP4-S1-A2,NP4-S1,A2,UN,Numba Primary,31,T326,,1,0,5,1.5
327,NP4-S1-A3-UN,NP4-S1-A3,NP4-S1,A3,UN,Numba Primary,75,T327,same as A3 CA,2,0,5,1.5
328,NP4-S1-A4-UN,NP4-S1-A4,NP4-S1,A4,UN,Numba Primary,27,T328,,1,0,5,1.5
329,NP4-S1-B1-CA,NP4-S1-B1,NP4-S1,B1,CA,Numba Primary,57,T329,,2,1,10,15
330,NP4-S1-B2-CA,NP4-S1-B2,NP4-S1,B2,CA,Numba Primary,46,T330,,2,0,5,9
331,NP4-S1-B3-CA,NP4-S1-B3,NP4-S1,B3,CA,Numba Primary,99,T331,same as B4 CA,9,0,5,15
332,NP4-S1-B4-CA,NP4-S1-B4,NP4-S1,B4,CA,Numba Primary,99,T331,same as B3 CA,9,0,5,18
333,NP4-S1-B1-UN,NP4-S1-B1,NP4-S1,B1,UN,Numba Primary,27,T333,,2,1,9,1.5
334,NP4-S1-B2-UN,NP4-S1-B2,NP4-S1,B2,UN,Numba Primary,43,T334,,2,0,5,1.5
335,NP4-S1-B3-UN,NP4-S1-B3,NP4-S1,B3,UN,Numba Primary,31,T335,,3,0,5,1.5
336,NP4-S1-B4-UN,NP4-S1-B4,NP4-S1,B4,UN,Numba Primary,96,T336,,6,1,5,1.5
337,NP4-S1-C1-CA,NP4-S1-C1,NP4-S1,C1,CA,Numba Primary,84,T337,same as S5 C4 CA,1,0,5,16
338,NP4-S1-C2-CA,NP4-S1-C2,NP4-S1,C2,CA,Numba Primary,145,T338,same as C3 CA,11,1,10,22
339,NP4-S1-C3-CA,NP4-S1-C3,NP4-S1,C3,CA,Numba Primary,145,T338,same as C2 CA,11,1,10,22
340,NP4-S1-C4-CA,NP4-S1-C4,NP4-S1,C4,CA,Numba Primary,118,T340,,6,1,5,21
341,NP4-S1-C1-UN,NP4-S1-C1,NP4-S1,C1,UN,Numba Primary,32,T341,,0,2,5,1.5
342,NP4-S1-C2-UN,NP4-S1-C2,NP4-S1,C2,UN,Numba Primary,26,T342,,0,0,5,1.5
343,NP4-S1-C3-UN,NP4-S1-C3,NP4-S1,C3,UN,Numba Primary,14,T343,,1,0,5,1.5
344,NP4-S1-C4-UN,NP4-S1-C4,NP4-S1,C4,UN,Numba Primary,29,T344,,2,0,5,1.5
345,NP4-S1-D1-CA,NP4-S1-D1,NP4-S1,D1,CA,Numba Primary,228,T345,same as S4 A1 CA,>20,0,10,25
346,NP4-S1-D2-CA,NP4-S1-D2,NP4-S1,D2,CA,Numba Primary,340,T346,,2,0,10,24
347,NP4-S1-D3-CA,NP4-S1-D3,NP4-S1,D3,CA,Numba Primary,41,T347,,1,0,5,11
348,NP4-S1-D4-CA,NP4-S1-D4,NP4-S1,D4,CA,Numba Primary,21,T348,,10,1,10,20
349,NP4-S1-D1-UN,NP4-S1-D1,NP4-S1,D1,UN,Numba Primary,21,T349,,1,0,5,1.5
350,NP4-S1-D2-UN,NP4-S1-D2,NP4-S1,D2,UN,Numba Primary,24,T350,,1,1,10,1.5
351,NP4-S1-D3-UN,NP4-S1-D3,NP4-S1,D3,UN,Numba Primary,14,T351,,1,0,5,1.5
352,NP4-S1-D4-UN,NP4-S1-D4,NP4-S1,D4,UN,Numba Primary,36,T352,,1,0,5,1.5
353,NP4-S2-A1-CA,NP4-S2-A1,NP4-S2,A1,CA,Numba Primary,211,T363,same as B3 CA,>20,3,10,19
354,NP4-S2-A2-CA,NP4-S2-A2,NP4-S2,A2,CA,Numba Primary,245,T354,same as A3 CA,>20,3,10,31
355,NP4-S2-A3-CA,NP4-S2-A3,NP4-S2,A3,CA,Numba Primary,245,T354,same as A2 CA,>20,0,5,22
356,NP4-S2-A4-CA,NP4-S2-A4,NP4-S2,A4,CA,Numba Primary,53,T356,,3,0,5,13
357,NP4-S2-A1-UN,NP4-S2-A1,NP4-S2,A1,UN,Numba Primary,45,T361,same as B1 CA,4,0,5,1.5
358,NP4-S2-A2-UN,NP4-S2-A2,NP4-S2,A2,UN,Numba Primary,24,T358,,2,1,5,1.5
359,NP4-S2-A3-UN,NP4-S2-A3,NP4-S2,A3,UN,Numba Primary,29,T359,,1,0,5,1.5
360,NP4-S2-A4-UN,NP4-S2-A4,NP4-S2,A4,UN,Numba Primary,32,T360,,2,0,5,1.5
361,NP4-S2-B1-CA,NP4-S2-B1,NP4-S2,B1,CA,Numba Primary,45,T361,same as A1 UN,1,0,5,16
362,NP4-S2-B2-CA,NP4-S2-B2,NP4-S2,B2,CA,Numba Primary,80,T362,,>20,2,10,17
363,NP4-S2-B3-CA,NP4-S2-B3,NP4-S2,B3,CA,Numba Primary,211,T363,same as A1 CA,>20,2,10,22
364,NP4-S2-B4-CA,NP4-S2-B4,NP4-S2,B4,CA,Numba Primary,260,T364,same as C4 CA,>20,0,5,22
365,NP4-S2-B1-UN,NP4-S2-B1,NP4-S2,B1,UN,Numba Primary,12,T365,,1,2,5,1.5
366,NP4-S2-B2-UN,NP4-S2-B2,NP4-S2,B2,UN,Numba Primary,37,T366,,7,0,5,1.5
367,NP4-S2-B3-UN,NP4-S2-B3,NP4-S2,B3,UN,Numba Primary,16,T367,,6,1,5,1.5
368,NP4-S2-B4-UN,NP4-S2-B4,NP4-S2,B4,UN,Numba Primary,35,T368,,1,1,5,1.5
369,NP4-S2-C1-CA,NP4-S2-C1,NP4-S2,C1,CA,Numba Primary,180,T369,same as D1 CA,7,0,5,27
370,NP4-S2-C2-CA,NP4-S2-C2,NP4-S2,C2,CA,Numba Primary,224,T370,same as C3 CA,>20,3,10,25
371,NP4-S2-C3-CA,NP4-S2-C3,NP4-S2,C3,CA,Numba Primary,224,T370,same as C2 CA,>20,3,10,22
372,NP4-S2-C4-CA,NP4-S2-C4,NP4-S2,C4,CA,Numba Primary,260,T364,same as B4 CA,>20,0,5,12
373,NP4-S2-C1-UN,NP4-S2-C1,NP4-S2,C1,UN,Numba Primary,41,T373,,3,3,20,1.5
374,NP4-S2-C2-UN,NP4-S2-C2,NP4-S2,C2,UN,Numba Primary,25,T374,,5,0,5,1.5
375,NP4-S2-C3-UN,NP4-S2-C3,NP4-S2,C3,UN,Numba Primary,16,T375,,5,0,5,1.5
376,NP4-S2-C4-UN,NP4-S2-C4,NP4-S2,C4,UN,Numba Primary,28,T376,,2,0,5,1.5
377,NP4-S2-D1-CA,NP4-S2-D1,NP4-S2,D1,CA,Numba Primary,180,T369,same as C1 CA,5,0,5,23
378,NP4-S2-D2-CA,NP4-S2-D2,NP4-S2,D2,CA,Numba Primary,65,T378,,5,0,5,18
379,NP4-S2-D3-CA,NP4-S2-D3,NP4-S2,D3,CA,Numba Primary,224,T370,same as C3 CA,>20,3,10,22
380,NP4-S2-D4-CA,NP4-S2-D4,NP4-S2,D4,CA,Numba Primary,69,T380,,7,1,5,9
381,NP4-S2-D1-UN,NP4-S2-D1,NP4-S2,D1,UN,Numba Primary,23,T381,,2,0,5,1.5
382,NP4-S2-D2-UN,NP4-S2-D2,NP4-S2,D2,UN,Numba Primary,20,T382,,5,4,5,1.5
383,NP4-S2-D3-UN,NP4-S2-D3,NP4-S2,D3,UN,Numba Primary,32,T383,,3,0,5,1.5
384,NP4-S2-D4-UN,NP4-S2-D4,NP4-S2,D4,UN,Numba Primary,29,T384,,2,0,5,1.5
385,NP4-S3-A1-CA,NP4-S3-A1,NP4-S3,A1,CA,Numba Primary,158,T385,same as A2 CA: outside plot,0,0,5,25
386,NP4-S3-A2-CA,NP4-S3-A2,NP4-S3,A2,CA,Numba Primary,158,T385,same as A1 CA,0,0,5,29
387,NP4-S3-A3-CA,NP4-S3-A3,NP4-S3,A3,CA,Numba Primary,91,T387,same as A4 CA,8,0,5,13
388,NP4-S3-A4-CA,NP4-S3-A4,NP4-S3,A4,CA,Numba Primary,91,T387,same as A3 CA,8,0,5,10
389,NP4-S3-A1-UN,NP4-S3-A1,NP4-S3,A1,UN,Numba Primary,28,T389,,3,0,5,1.5
390,NP4-S3-A2-UN,NP4-S3-A2,NP4-S3,A2,UN,Numba Primary,11,T390,,4,0,5,1.5
391,NP4-S3-A3-UN,NP4-S3-A3,NP4-S3,A3,UN,Numba Primary,35,T391,,0,0,5,1.5
392,NP4-S3-A4-UN,NP4-S3-A4,NP4-S3,A4,UN,Numba Primary,55,T392,,8,0,5,1.5
393,NP4-S3-B1-CA,NP4-S3-B1,NP4-S3,B1,CA,Numba Primary,158,T385,same as A2 CA,>20,0,5,13
394,NP4-S3-B2-CA,NP4-S3-B2,NP4-S3,B2,CA,Numba Primary,147,T394,same as C2 CA,0,0,5,27
395,NP4-S3-B3-CA,NP4-S3-B3,NP4-S3,B3,CA,Numba Primary,66,T395,,>20,0,5,10
396,NP4-S3-B4-CA,NP4-S3-B4,NP4-S3,B4,CA,Numba Primary,128,T396,,0,0,5,24
397,NP4-S3-B1-UN,NP4-S3-B1,NP4-S3,B1,UN,Numba Primary,52,T428,same as S4-B2 CA,7,0,5,1.5
398,NP4-S3-B2-UN,NP4-S3-B2,NP4-S3,B2,UN,Numba Primary,50,T398,,6,0,5,1.5
399,NP4-S3-B3-UN,NP4-S3-B3,NP4-S3,B3,UN,Numba Primary,18,T399,,2,0,5,1.5
400,NP4-S3-B4-UN,NP4-S3-B4,NP4-S3,B4,UN,Numba Primary,41,T400,,1,1,5,1.5
401,NP4-S3-C1-CA,NP4-S3-C1,NP4-S3,C1,CA,Numba Primary,119,T401,,13,0,5,12
402,NP4-S3-C2-CA,NP4-S3-C2,NP4-S3,C2,CA,Numba Primary,147,T394,same as B2 CA,6,0,5,11
403,NP4-S3-C3-CA,NP4-S3-C3,NP4-S3,C3,CA,Numba Primary,49,T403,,5,0,5,14
404,NP4-S3-C4-CA,NP4-S3-C4,NP4-S3,C4,CA,Numba Primary,104,T404,,5,1,5,19
405,NP4-S3-C1-UN,NP4-S3-C1,NP4-S3,C1,UN,Numba Primary,21,T405,,1,2,5,1.5
406,NP4-S3-C2-UN,NP4-S3-C2,NP4-S3,C2,UN,Numba Primary,33,T406,,0,1,5,1.5
407,NP4-S3-C3-UN,NP4-S3-C3,NP4-S3,C3,UN,Numba Primary,55,T407,,5,2,5,1.5
408,NP4-S3-C4-UN,NP4-S3-C4,NP4-S3,C4,UN,Numba Primary,47,T408,,12,1,20,1.5
409,NP4-S3-D1-CA,NP4-S3-D1,NP4-S3,D1,CA,Numba Primary,113,T409,,>20,0,5,14
410,NP4-S3-D2-CA,NP4-S3-D2,NP4-S3,D2,CA,Numba Primary,68,T410,,2,1,5,15
411,NP4-S3-D3-CA,NP4-S3-D3,NP4-S3,D3,CA,Numba Primary,112,T411,same as D4 CA,10,1,10,15
412,NP4-S3-D4-CA,NP4-S3-D4,NP4-S3,D4,CA,Numba Primary,112,T411,same as D3 CA,6,0,5,14
413,NP4-S3-D1-UN,NP4-S3-D1,NP4-S3,D1,UN,Numba Primary,15,T413,,0,2,5,1.5
