ID,mastercode,Code,Plot,Subplot,Stratum,Forest,Trunk perimenter (cm),tree ID,Notes-Trunk,Lianas,deadwood .,deadwood%,Bait/Bamboo Height(m)
619,NP5-S5-B3-CA,NP5-S5-B3,NP5-S5,B3,CA,Numba Primary,1180,T612,same as A4 CA,>20,4,10,33
620,NP5-S5-B4-CA,NP5-S5-B4,NP5-S5,B4,CA,Numba Primary,1180,T612,same as A4 CA,6,4,10,23
621,NP5-S5-B1-UN,NP5-S5-B1,NP5-S5,B1,UN,Numba Primary,11,T621,,0,1,10,1.5
622,NP5-S5-B2-UN,NP5-S5-B2,NP5-S5,B2,UN,Numba Primary,31,T622,,3,1,10,1.5
623,NP5-S5-B3-UN,NP5-S5-B3,NP5-S5,B3,UN,Numba Primary,31,T623,,3,0,5,1.5
624,NP5-S5-B4-UN,NP5-S5-B4,NP5-S5,B4,UN,Numba Primary,23,T624,,0,0,5,1.5
625,NP5-S5-C1-CA,NP5-S5-C1,NP5-S5,C1,CA,Numba Primary,99,T625,,7,0,5,17
626,NP5-S5-C2-CA,NP5-S5-C2,NP5-S5,C2,CA,Numba Primary,76,T626,,0,3,10,18
627,NP5-S5-C3-CA,NP5-S5-C3,NP5-S5,C3,CA,Numba Primary,56,T627,,>20,0,5,19
628,NP5-S5-C4-CA,NP5-S5-C4,NP5-S5,C4,CA,Numba Primary,1180,T612,same as A4 CA,>20,4,10,26
629,NP5-S5-C1-UN,NP5-S5-C1,NP5-S5,C1,UN,Numba Primary,27,T629,,3,0,5,1.5
630,NP5-S5-C2-UN,NP5-S5-C2,NP5-S5,C2,UN,Numba Primary,17,T630,,1,0,5,1.5
631,NP5-S5-C3-UN,NP5-S5-C3,NP5-S5,C3,UN,Numba Primary,38,T631,,1,0,5,1.5
632,NP5-S5-C4-UN,NP5-S5-C4,NP5-S5,C4,UN,Numba Primary,20,T632,,1,0,5,1.5
633,NP5-S5-D1-CA,NP5-S5-D1,NP5-S5,D1,CA,Numba Primary,288,T633,,>20,1,10,27
634,NP5-S5-D2-CA,NP5-S5-D2,NP5-S5,D2,CA,Numba Primary,1180,T612,same as A4 CA,>20,4,10,27
635,NP5-S5-D3-CA,NP5-S5-D3,NP5-S5,D3,CA,Numba Primary,1180,T612,same as A4 CA,>20,4,10,30
636,NP5-S5-D4-CA,NP5-S5-D4,NP5-S5,D4,CA,Numba Primary,154,T636,,>20,1,10,12
637,NP5-S5-D1-UN,NP5-S5-D1,NP5-S5,D1,UN,Numba Primary,56,T637,,1,1,30,1.5
638,NP5-S5-D2-UN,NP5-S5-D2,NP5-S5,D2,UN,Numba Primary,43,T638,,9,1,20,1.5
639,NP5-S5-D3-UN,NP5-S5-D3,NP5-S5,D3,UN,Numba Primary,18,T639,,5,0,5,1.5
640,NP5-S5-D4-UN,NP5-S5-D4,NP5-S5,D4,UN,Numba Primary,24,T640,,1,1,5,1.5
641,KP1-S1-A1-CA,KP1-S1-A1,KP1-S1,A1,CA,Kausi Primary,107,T641,,0,1,5,18
642,KP1-S1-A2-CA,KP1-S1-A2,KP1-S1,A2,CA,Kausi Primary,89,T642,same as A3 CA,0,1,5,22
643,KP1-S1-A3-CA,KP1-S1-A3,KP1-S1,A3,CA,Kausi Primary,89,T642,same as A2 CA,0,1,5,11
644,KP1-S1-A4-CA,KP1-S1-A4,KP1-S1,A4,CA,Kausi Primary,93,T644,outside plot; same as B4 Ca,4,2,5,19
645,KP1-S1-A1-UN,KP1-S1-A1,KP1-S1,A1,UN,Kausi Primary,26,T645,,3,0,5,1.5
646,KP1-S1-A2-UN,KP1-S1-A2,KP1-S1,A2,UN,Kausi Primary,33,T646,,2,0,5,1.5
647,KP1-S1-A3-UN,KP1-S1-A3,KP1-S1,A3,UN,Kausi Primary,32,T647,,3,0,5,1.5
648,KP1-S1-A4-UN,KP1-S1-A4,KP1-S1,A4,UN,Kausi Primary,29,T648,,3,0,5,1.5
649,KP1-S1-B1-CA,KP1-S1-B1,KP1-S1,B1,CA,Kausi Primary,44,T649,same as C1 CA,2,0,5,13
650,KP1-S1-B2-CA,KP1-S1-B2,KP1-S1,B2,CA,Kausi Primary,64,T650,,2,1,5,11
651,KP1-S1-B3-CA,KP1-S1-B3,KP1-S1,B3,CA,Kausi Primary,89,T642,same as A2 CA,0,1,5,15
652,KP1-S1-B4-CA,KP1-S1-B4,KP1-S1,B4,CA,Kausi Primary,93,T644,same as A4 CA,1,0,5,13
653,KP1-S1-B1-UN,KP1-S1-B1,KP1-S1,B1,UN,Kausi Primary,33,T653,,4,0,5,1.5
654,KP1-S1-B2-UN,KP1-S1-B2,KP1-S1,B2,UN,Kausi Primary,30,T654,,0,1,5,1.5
655,KP1-S1-B3-UN,KP1-S1-B3,KP1-S1,B3,UN,Kausi Primary,39,T655,,4,1,10,1.5
656,KP1-S1-B4-UN,KP1-S1-B4,KP1-S1,B4,UN,Kausi Primary,42,T656,,1,0,5,1.5
657,KP1-S1-C1-CA,KP1-S1-C1,KP1-S1,C1,CA,Kausi Primary,44,T649,same as B1 CA,2,0,5,14
658,KP1-S1-C2-CA,KP1-S1-C2,KP1-S1,C2,CA,Kausi Primary,47,T658,,5,0,5,9
659,KP1-S1-C3-CA,KP1-S1-C3,KP1-S1,C3,CA,Kausi Primary,62,T659,,5,0,5,11
660,KP1-S1-C4-CA,KP1-S1-C4,KP1-S1,C4,CA,Kausi Primary,52,T660,same as C3 UN,1,0,5,12
661,KP1-S1-C1-UN,KP1-S1-C1,KP1-S1,C1,UN,Kausi Primary,46,T661,,0,0,5,1.5
662,KP1-S1-C2-UN,KP1-S1-C2,KP1-S1,C2,UN,Kausi Primary,23,T662,,3,0,5,1.5
663,KP1-S1-C3-UN,KP1-S1-C3,KP1-S1,C3,UN,Kausi Primary,50,T660,same as C4 CA,0,0,5,1.5
664,KP1-S1-C4-UN,KP1-S1-C4,KP1-S1,C4,UN,Kausi Primary,35,T664,,1,0,5,1.5
665,KP1-S1-D1-CA,KP1-S1-D1,KP1-S1,D1,CA,Kausi Primary,26,T665,,9,0,5,19
666,KP1-S1-D2-CA,KP1-S1-D2,KP1-S1,D2,CA,Kausi Primary,70,T666,,3,0,5,14
667,KP1-S1-D3-CA,KP1-S1-D3,KP1-S1,D3,CA,Kausi Primary,59,T667,same as KP1-S2-A3-CA,4,1,5,9
668,KP1-S1-D4-CA,KP1-S1-D4,KP1-S1,D4,CA,Kausi Primary,330,T684,same as KP1-S2-B4-CA,1,0,5,9
669,KP1-S1-D1-UN,KP1-S1-D1,KP1-S1,D1,UN,Kausi Primary,24,T669,,0,2,5,1.5
670,KP1-S1-D2-UN,KP1-S1-D2,KP1-S1,D2,UN,Kausi Primary,42,T670,,5,3,15,1.5
671,KP1-S1-D3-UN,KP1-S1-D3,KP1-S1,D3,UN,Kausi Primary,20,T671,,0,1,5,1.5
672,KP1-S1-D4-UN,KP1-S1-D4,KP1-S1,D4,UN,Kausi Primary,21,T672,,1,0,5,1.5
673,KP1-S2-A1-CA,KP1-S2-A1,KP1-S2,A1,CA,Kausi Primary,43,T673,,2,2,5,16
674,KP1-S2-A2-CA,KP1-S2-A2,KP1-S2,A2,CA,Kausi Primary,47,T674,,8,3,5,18
675,KP1-S2-A3-CA,KP1-S2-A3,KP1-S2,A3,CA,Kausi Primary,59,T667,same as KP1-S1-CA-D3,9,2,10,13
676,KP1-S2-A4-CA,KP1-S2-A4,KP1-S2,A4,CA,Kausi Primary,35,T676,same as A4 UN,2,2,10,9
677,KP1-S2-A1-UN,KP1-S2-A1,KP1-S2,A1,UN,Kausi Primary,25,T677,,2,1,50,1.5
678,KP1-S2-A2-UN,KP1-S2-A2,KP1-S2,A2,UN,Kausi Primary,20,T678,,1,0,5,1.5
679,KP1-S2-A3-UN,KP1-S2-A3,KP1-S2,A3,UN,Kausi Primary,44,T679,,2,0,5,1.5
680,KP1-S2-A4-UN,KP1-S2-A4,KP1-S2,A4,UN,Kausi Primary,35,T676,same as A4 CA,3,1,10,1.5
681,KP1-S2-B1-CA,KP1-S2-B1,KP1-S2,B1,CA,Kausi Primary,25,T681,same as B1 UN,8,0,5,19
682,KP1-S2-B2-CA,KP1-S2-B2,KP1-S2,B2,CA,Kausi Primary,98,T682,,3,0,5,20
683,KP1-S2-B3-CA,KP1-S2-B3,KP1-S2,B3,CA,Kausi Primary,59,T683,same as B3 UN,12,0,5,15
684,KP1-S2-B4-CA,KP1-S2-B4,KP1-S2,B4,CA,Kausi Primary,330,T684,same as KP1-S1-CA-D4,3,0,5,8
685,KP1-S2-B1-UN,KP1-S2-B1,KP1-S2,B1,UN,Kausi Primary,25,T681,same as B1 CA,0,0,5,1.5
686,KP1-S2-B2-UN,KP1-S2-B2,KP1-S2,B2,UN,Kausi Primary,22,T686,,1,0,5,1.5
687,KP1-S2-B3-UN,KP1-S2-B3,KP1-S2,B3,UN,Kausi Primary,59,T683,same as B3 CA,4,1,5,1.5
688,KP1-S2-B4-UN,KP1-S2-B4,KP1-S2,B4,UN,Kausi Primary,19,T688,,1,3,5,1.5
689,KP1-S2-C1-CA,KP1-S2-C1,KP1-S2,C1,CA,Kausi Primary,61,T689,,2,2,5,13
690,KP1-S2-C2-CA,KP1-S2-C2,KP1-S2,C2,CA,Kausi Primary,90,T690,same as D2 CA,0,0,5,24
691,KP1-S2-C3-CA,KP1-S2-C3,KP1-S2,C3,CA,Kausi Primary,60,T691,,0,0,5,16
692,KP1-S2-C4-CA,KP1-S2-C4,KP1-S2,C4,CA,Kausi Primary,152,T692,same as D4 CA,3,0,5,17
693,KP1-S2-C1-UN,KP1-S2-C1,KP1-S2,C1,UN,Kausi Primary,19,T693,,0,2,5,1.5
694,KP1-S2-C2-UN,KP1-S2-C2,KP1-S2,C2,UN,Kausi Primary,45,T694,,1,0,5,1.5
695,KP1-S2-C3-UN,KP1-S2-C3,KP1-S2,C3,UN,Kausi Primary,23,T695,,0,0,5,1.5
696,KP1-S2-C4-UN,KP1-S2-C4,KP1-S2,C4,UN,Kausi Primary,20,T696,,0,1,5,1.5
697,KP1-S2-D1-CA,KP1-S2-D1,KP1-S2,D1,CA,Kausi Primary,47,T697,,3,0,5,18
698,KP1-S2-D2-CA,KP1-S2-D2,KP1-S2,D2,CA,Kausi Primary,90,T690,same as C2 CA,2,4,10,19
699,KP1-S2-D3-CA,KP1-S2-D3,KP1-S2,D3,CA,Kausi Primary,79,T699,,0,1,5,17
700,KP1-S2-D4-CA,KP1-S2-D4,KP1-S2,D4,CA,Kausi Primary,152,T692,same as C4 CA,0,5,10,16
701,KP1-S2-D1-UN,KP1-S2-D1,KP1-S2,D1,UN,Kausi Primary,23,T701,,4,0,5,1.5
702,KP1-S2-D2-UN,KP1-S2-D2,KP1-S2,D2,UN,Kausi Primary,24,T702,,0,0,5,1.5
703,KP1-S2-D3-UN,KP1-S2-D3,KP1-S2,D3,UN,Kausi Primary,11,T703,,2,0,5,1.5
704,KP1-S2-D4-UN,KP1-S2-D4,KP1-S2,D4,UN,Kausi Primary,19,T704,,1,1,5,1.5
705,KP1-S3-A1-CA,KP1-S3-A1,KP1-S3,A1,CA,Kausi Primary,136,T705,,0,0,5,17
706,KP1-S3-A2-CA,KP1-S3-A2,KP1-S3,A2,CA,Kausi Primary,284,T706,,3,0,5,18
707,KP1-S3-A3-CA,KP1-S3-A3,KP1-S3,A3,CA,Kausi Primary,122,T707,outside plot,1,1,10,20
708,KP1-S3-A4-CA,KP1-S3-A4,KP1-S3,A4,CA,Kausi Primary,95,T708,,1,0,5,12
709,KP1-S3-A1-UN,KP1-S3-A1,KP1-S3,A1,UN,Kausi Primary,37,T709,,0,0,5,1.5
710,KP1-S3-A2-UN,KP1-S3-A2,KP1-S3,A2,UN,Kausi Primary,28,T710,,1,0,5,1.5
711,KP1-S3-A3-UN,KP1-S3-A3,KP1-S3,A3,UN,Kausi Primary,15,T711,,1,0,5,1.5
712,KP1-S3-A4-UN,KP1-S3-A4,KP1-S3,A4,UN,Kausi Primary,119,T712,,0,0,5,1.5
713,KP1-S3-B1-CA,KP1-S3-B1,KP1-S3,B1,CA,Kausi Primary,227,T713,,3,0,15,23
714,KP1-S3-B2-CA,KP1-S3-B2,KP1-S3,B2,CA,Kausi Primary,83,T714,same as B3 CA,NA,1,5,14
715,KP1-S3-B3-CA,KP1-S3-B3,KP1-S3,B3,CA,Kausi Primary,83,T714,same as B2 CA,NA,1,5,24
716,KP1-S3-B4-CA,KP1-S3-B4,KP1-S3,B4,CA,Kausi Primary,484,T716,same as D4 CA,1,1,10,25
717,KP1-S3-B1-UN,KP1-S3-B1,KP1-S3,B1,UN,Kausi Primary,44,T717,,1,0,5,1.5
718,KP1-S3-B2-UN,KP1-S3-B2,KP1-S3,B2,UN,Kausi Primary,34,T718,,0,0,5,1.5
719,KP1-S3-B3-UN,KP1-S3-B3,KP1-S3,B3,UN,Kausi Primary,30,T719,,0,0,5,1.5
720,KP1-S3-B4-UN,KP1-S3-B4,KP1-S3,B4,UN,Kausi Primary,20,T720,,1,0,5,1.5
721,KP1-S3-C1-CA,KP1-S3-C1,KP1-S3,C1,CA,Kausi Primary,45,T721,,1,0,10,16
722,KP1-S3-C2-CA,KP1-S3-C2,KP1-S3,C2,CA,Kausi Primary,96,T722,,2,0,5,12
723,KP1-S3-C3-CA,KP1-S3-C3,KP1-S3,C3,CA,Kausi Primary,46,T723,,1,0,5,16
724,KP1-S3-C4-CA,KP1-S3-C4,KP1-S3,C4,CA,Kausi Primary,484,T716,same as D4 CA,1,1,10,24
725,KP1-S3-C1-UN,KP1-S3-C1,KP1-S3,C1,UN,Kausi Primary,34,T725,,0,0,10,1.5
726,KP1-S3-C2-UN,KP1-S3-C2,KP1-S3,C2,UN,Kausi Primary,28,T726,,2,0,5,1.5
727,KP1-S3-C3-UN,KP1-S3-C3,KP1-S3,C3,UN,Kausi Primary,21,T727,,0,0,5,1.5
728,KP1-S3-C4-UN,KP1-S3-C4,KP1-S3,C4,UN,Kausi Primary,36,T728,,NA,,5,1.5
729,KP1-S3-D1-CA,KP1-S3-D1,KP1-S3,D1,CA,Kausi Primary,108,T729,,1,0,5,17
730,KP1-S3-D2-CA,KP1-S3-D2,KP1-S3,D2,CA,Kausi Primary,96,T730,,2,0,5,13
731,KP1-S3-D3-CA,KP1-S3-D3,KP1-S3,D3,CA,Kausi Primary,484,T716,same as D4 CA,1,1,10,38
732,KP1-S3-D4-CA,KP1-S3-D4,KP1-S3,D4,CA,Kausi Primary,484,T716,same as B4 CA,1,1,10,16
733,KP1-S3-D1-UN,KP1-S3-D1,KP1-S3,D1,UN,Kausi Primary,16,T733,,0,0,5,1.5
734,KP1-S3-D2-UN,KP1-S3-D2,KP1-S3,D2,UN,Kausi Primary,29,T734,,1,0,5,1.5
735,KP1-S3-D3-UN,KP1-S3-D3,KP1-S3,D3,UN,Kausi Primary,11,T735,,1,0,5,1.5
736,KP1-S3-D4-UN,KP1-S3-D4,KP1-S3,D4,UN,Kausi Primary,37,T736,,0,1,5,1.5
737,KP2-S1-A1-CA,KP2-S1-A1,KP2-S1,A1,CA,Kausi Primary,287,T737,,2,3,20,22
738,KP2-S1-A2-CA,KP2-S1-A2,KP2-S1,A2,CA,Kausi Primary,287,T737,same as A1 CA,2,3,20,15
739,KP2-S1-A3-CA,KP2-S1-A3,KP2-S1,A3,CA,Kausi Primary,71,T739,same as B1 UN,4,6,20,18
740,KP2-S1-A4-CA,KP2-S1-A4,KP2-S1,A4,CA,Kausi Primary,273,T740,same as B4 CA,9,6,20,28
741,KP2-S1-A1-UN,KP2-S1-A1,KP2-S1,A1,UN,Kausi Primary,52,T741,,3,1,10,1.5
742,KP2-S1-A2-UN,KP2-S1-A2,KP2-S1,A2,UN,Kausi Primary,44,T742,,0,0,5,1.5
743,KP2-S1-A3-UN,KP2-S1-A3,KP2-S1,A3,UN,Kausi Primary,15,T743,,0,3,20,1.5
744,KP2-S1-A4-UN,KP2-S1-A4,KP2-S1,A4,UN,Kausi Primary,22,T744,,0,2,10,1.5
745,KP2-S1-B1-CA,KP2-S1-B1,KP2-S1,B1,CA,Kausi Primary,100,T745,same as C1 CA,1,0,5,20
746,KP2-S1-B2-CA,KP2-S1-B2,KP2-S1,B2,CA,Kausi Primary,100,T745,same as C1 CA,1,0,5,7
747,KP2-S1-B3-CA,KP2-S1-B3,KP2-S1,B3,CA,Kausi Primary,100,T745,same as C1 CA,1,0,5,18
748,KP2-S1-B4-CA,KP2-S1-B4,KP2-S1,B4,CA,Kausi Primary,273,T740,same as A3 CA,9,4,20,24
749,KP2-S1-B1-UN,KP2-S1-B1,KP2-S1,B1,UN,Kausi Primary,71,T739,same as A3 CA,0,0,5,1.5
750,KP2-S1-B2-UN,KP2-S1-B2,KP2-S1,B2,UN,Kausi Primary,31,T750,,1,0,5,1.5
751,KP2-S1-B3-UN,KP2-S1-B3,KP2-S1,B3,UN,Kausi Primary,21,T751,,2,,,1.5
752,KP2-S1-B4-UN,KP2-S1-B4,KP2-S1,B4,UN,Kausi Primary,12,T752,,0,3,15,1.5
753,KP2-S1-C1-CA,KP2-S1-C1,KP2-S1,C1,CA,Kausi Primary,100,T753,,2,1,5,17
754,KP2-S1-C2-CA,KP2-S1-C2,KP2-S1,C2,CA,Kausi Primary,294,T754,,0,4,20,18
755,KP2-S1-C3-CA,KP2-S1-C3,KP2-S1,C3,CA,Kausi Primary,75,T759,same as C4 CA,2,3,15,13
756,KP2-S1-C4-CA,KP2-S1-C4,KP2-S1,C4,CA,Kausi Primary,75,T759,same C3 CA,2,3,15,16
757,KP2-S1-C1-UN,KP2-S1-C1,KP2-S1,C1,UN,Kausi Primary,34,T757,,1,0,5,1.5
758,KP2-S1-C2-UN,KP2-S1-C2,KP2-S1,C2,UN,Kausi Primary,13,T758,,0,4,30,1.5
759,KP2-S1-C3-UN,KP2-S1-C3,KP2-S1,C3,UN,Kausi Primary,75,T759,same as C4 CA,2,3,15,1.5
760,KP2-S1-C4-UN,KP2-S1-C4,KP2-S1,C4,UN,Kausi Primary,26,T760,,3,1,5,1.5
761,KP2-S1-D1-CA,KP2-S1-D1,KP2-S1,D1,CA,Kausi Primary,260,T761,,>20,8,50,22
762,KP2-S1-D2-CA,KP2-S1-D2,KP2-S1,D2,CA,Kausi Primary,260,T762,,>20,8,50,10
763,KP2-S1-D3-CA,KP2-S1-D3,KP2-S1,D3,CA,Kausi Primary,260,T763,,3,8,50,31
764,KP2-S1-D4-CA,KP2-S1-D4,KP2-S1,D4,CA,Kausi Primary,1200,T764,fig tree,>20,2,10,32
765,KP2-S1-D1-UN,KP2-S1-D1,KP2-S1,D1,UN,Kausi Primary,22,T765,,1,0,5,1.5
766,KP2-S1-D2-UN,KP2-S1-D2,KP2-S1,D2,UN,Kausi Primary,25,T766,,1,2,20,1.5
767,KP2-S1-D3-UN,KP2-S1-D3,KP2-S1,D3,UN,Kausi Primary,29,T767,,0,1,10,1.5
768,KP2-S1-D4-UN,KP2-S1-D4,KP2-S1,D4,UN,Kausi Primary,50,T768,,0,0,5,1.5
769,KP2-S2-A1-CA,KP2-S2-A1,KP2-S2,A1,CA,Kausi Primary,74,T769,same as B1 CA,7,0,5,11
770,KP2-S2-A2-CA,KP2-S2-A2,KP2-S2,A2,CA,Kausi Primary,250,T770,same as B2 CA,8,1,10,25
771,KP2-S2-A3-CA,KP2-S2-A3,KP2-S2,A3,CA,Kausi Primary,250,T770,same as B2 CA,8,1,10,25
772,KP2-S2-A4-CA,KP2-S2-A4,KP2-S2,A4,CA,Kausi Primary,250,T770,same as B2 CA,8,1,10,25
773,KP2-S2-A1-UN,KP2-S2-A1,KP2-S2,A1,UN,Kausi Primary,11,T773,,4,0,5,1.5
774,KP2-S2-A2-UN,KP2-S2-A2,KP2-S2,A2,UN,Kausi Primary,36,T774,,1,1,5,1.5
775,KP2-S2-A3-UN,KP2-S2-A3,KP2-S2,A3,UN,Kausi Primary,26,T775,,1,2,40,1.5
776,KP2-S2-A4-UN,KP2-S2-A4,KP2-S2,A4,UN,Kausi Primary,30,T776,,2,0,5,1.5
777,KP2-S2-B1-CA,KP2-S2-B1,KP2-S2,B1,CA,Kausi Primary,74,T769,same as A1 CA,7,0,5,13
778,KP2-S2-B2-CA,KP2-S2-B2,KP2-S2,B2,CA,Kausi Primary,250,T770,same as A2 CA,8,,,24
779,KP2-S2-B3-CA,KP2-S2-B3,KP2-S2,B3,CA,Kausi Primary,57,T779,,3,0,5,11
780,KP2-S2-B4-CA,KP2-S2-B4,KP2-S2,B4,CA,Kausi Primary,97,T780,same as D4 CA,0,1,10,12
781,KP2-S2-B1-UN,KP2-S2-B1,KP2-S2,B1,UN,Kausi Primary,24,T781,,1,1,10,1.5
782,KP2-S2-B2-UN,KP2-S2-B2,KP2-S2,B2,UN,Kausi Primary,42,T782,,2,1,5,1.5
783,KP2-S2-B3-UN,KP2-S2-B3,KP2-S2,B3,UN,Kausi Primary,18,T783,,3,0,5,1.5
784,KP2-S2-B4-UN,KP2-S2-B4,KP2-S2,B4,UN,Kausi Primary,36,T784,,1,0,10,1.5
785,KP2-S2-C1-CA,KP2-S2-C1,KP2-S2,C1,CA,Kausi Primary,55,T785,same as C2 CA,NA,3,10,NA
786,KP2-S2-C2-CA,KP2-S2-C2,KP2-S2,C2,CA,Kausi Primary,55,T785,same as C1 CA,6,3,10,17
787,KP2-S2-C3-CA,KP2-S2-C3,KP2-S2,C3,CA,Kausi Primary,123,T787,,6,0,10,22
788,KP2-S2-C4-CA,KP2-S2-C4,KP2-S2,C4,CA,Kausi Primary,97,T780,same as D4 CA,0,0,10,14
789,KP2-S2-C1-UN,KP2-S2-C1,KP2-S2,C1,UN,Kausi Primary,17,T789,,1,3,10,1.5
790,KP2-S2-C2-UN,KP2-S2-C2,KP2-S2,C2,UN,Kausi Primary,15,T790,,2,0,5,1.5
791,KP2-S2-C3-UN,KP2-S2-C3,KP2-S2,C3,UN,Kausi Primary,22,T791,,0,0,5,1.5
792,KP2-S2-C4-UN,KP2-S2-C4,KP2-S2,C4,UN,Kausi Primary,26,T792,,0,0,5,1.5
793,KP2-S2-D1-CA,KP2-S2-D1,KP2-S2,D1,CA,Kausi Primary,39,T793,same as D1 UN,0,1,10,13
794,KP2-S2-D2-CA,KP2-S2-D2,KP2-S2,D2,CA,Kausi Primary,110,T794,,0,2,10,16
795,KP2-S2-D3-CA,KP2-S2-D3,KP2-S2,D3,CA,Kausi Primary,39,T795,,2,3,20,14
796,KP2-S2-D4-CA,KP2-S2-D4,KP2-S2,D4,CA,Kausi Primary,97,T780,same as B4 CA,0,0,10,14
797,KP2-S2-D1-UN,KP2-S2-D1,KP2-S2,D1,UN,Kausi Primary,39,T793,same as D1 CA,0,0,10,1.5
798,KP2-S2-D2-UN,KP2-S2-D2,KP2-S2,D2,UN,Kausi Primary,29,T798,,2,2,10,1.5
799,KP2-S2-D3-UN,KP2-S2-D3,KP2-S2,D3,UN,Kausi Primary,28,T799,,2,3,20,1.5
800,KP2-S2-D4-UN,KP2-S2-D4,KP2-S2,D4,UN,Kausi Primary,19,T800,,0,1,10,1.5
801,KP2-S3-A1-CA,KP2-S3-A1,KP2-S3,A1,CA,Kausi Primary,127,T801,,4,4,10,21
802,KP2-S3-A2-CA,KP2-S3-A2,KP2-S3,A2,CA,Kausi Primary,202,T802,,4,3,5,18
803,KP2-S3-A3-CA,KP2-S3-A3,KP2-S3,A3,CA,Kausi Primary,246,T803,,7,4,15,16
804,KP2-S3-A4-CA,KP2-S3-A4,KP2-S3,A4,CA,Kausi Primary,98,T804,same as B4 CA,10,4,10,23
805,KP2-S3-A1-UN,KP2-S3-A1,KP2-S3,A1,UN,Kausi Primary,47,T805,,1,0,3,1.5
806,KP2-S3-A2-UN,KP2-S3-A2,KP2-S3,A2,UN,Kausi Primary,57,T806,,5,2,5,1.5
807,KP2-S3-A3-UN,KP2-S3-A3,KP2-S3,A3,UN,Kausi Primary,35,T807,,1,2,10,1.5
808,KP2-S3-A4-UN,KP2-S3-A4,KP2-S3,A4,UN,Kausi Primary,32,T808,,4,1,3,1.5
809,KP2-S3-B1-CA,KP2-S3-B1,KP2-S3,B1,CA,Kausi Primary,91,T809,,6,0,15,18
810,KP2-S3-B2-CA,KP2-S3-B2,KP2-S3,B2,CA,Kausi Primary,98,T804,same as B4 CA,2,2,7,28
811,KP2-S3-B3-CA,KP2-S3-B3,KP2-S3,B3,CA,Kausi Primary,98,T804,same as B4 CA,0,0,5,23
812,KP2-S3-B4-CA,KP2-S3-B4,KP2-S3,B4,CA,Kausi Primary,98,T804,same as A4 CA,0,0,5,25
813,KP2-S3-B1-UN,KP2-S3-B1,KP2-S3,B1,UN,Kausi Primary,28,T813,,2,0,2,1.5
814,KP2-S3-B2-UN,KP2-S3-B2,KP2-S3,B2,UN,Kausi Primary,29,T814,,6,1,10,1.5
815,KP2-S3-B3-UN,KP2-S3-B3,KP2-S3,B3,UN,Kausi Primary,22,T815,,2,1,7,1.5
816,KP2-S3-B4-UN,KP2-S3-B4,KP2-S3,B4,UN,Kausi Primary,37,T816,,1,1,10,1.5
817,KP2-S3-C1-CA,KP2-S3-C1,KP2-S3,C1,CA,Kausi Primary,73,T817,,5,1,5,19
818,KP2-S3-C2-CA,KP2-S3-C2,KP2-S3,C2,CA,Kausi Primary,34,T818,,0,0,5,16
819,KP2-S3-C3-CA,KP2-S3-C3,KP2-S3,C3,CA,Kausi Primary,391,T819,same as C4 CA,>20,3,15,19
820,KP2-S3-C4-CA,KP2-S3-C4,KP2-S3,C4,CA,Kausi Primary,391,T819,same as C3 CA,0,0,5,12
821,KP2-S3-C1-UN,KP2-S3-C1,KP2-S3,C1,UN,Kausi Primary,34,T821,,2,0,1,1.5
822,KP2-S3-C2-UN,KP2-S3-C2,KP2-S3,C2,UN,Kausi Primary,34,T822,,3,1,5,1.5
823,KP2-S3-C3-UN,KP2-S3-C3,KP2-S3,C3,UN,Kausi Primary,13,T823,,4,2,10,1.5
824,KP2-S3-C4-UN,KP2-S3-C4,KP2-S3,C4,UN,Kausi Primary,47,T824,,3,3,15,1.5
825,KP2-S3-D1-CA,KP2-S3-D1,KP2-S3,D1,CA,Kausi Primary,534,T825,,>20,3,10,22
826,KP2-S3-D2-CA,KP2-S3-D2,KP2-S3,D2,CA,Kausi Primary,57,T826,,0,0,5,14
